QKEY,INTERVIEW_START_W147,INTERVIEW_END_W147,DEVICE_TYPE_W147,LANG_W147,XPANEL_W147,XATPSAMPLE_W147,SATLIFE_MOD_a_W147,SATLIFE_MOD_b_W147,SATLIFE_MOD_c_W147,SATLIFE_MOD_d_W147,SATLIFE_MOD_f_W147,EVERPAR_W147,DOV_KP_ELIGIBLE_W147,HAVEKIDS1_W147,MARITALMOD_W147,COMMREL_W147,LWPREL_W147,SEEKING_W147,LIVARRANG_W147,LIVINGPAR_W147,SIBLIV_W147,FAMKIDS_W147,EMPLSIT_W147,IMPACTGOALS_a_W147,IMPACTGOALS_b_W147,IMPACTGOALS_c_W147,IMPACTGOALS_d_W147,IMPACTGOALS_e_W147,WORRY_FUTR_a_W147,WORRY_FUTR_b_W147,WORRY_FUTR_c_W147,WORRY_FUTR_d_W147,KIDSEVER_W147,RSNNOCHLD_S1_a_W147,RSNNOCHLD_S1_b_W147,RSNNOCHLD_S1_c_W147,RSNNOCHLD_S1_d_W147,RSNNOCHLD_S1_e_W147,RSNNOCHLD_S1_f_W147,RSNNOCHLD_S1_g_W147,RSNNOCHLD_S1_h_W147,RSNNOCHLD_S1_i_W147,RSNNOCHLD_S1_j_W147,RSNNOCHLD_S1_k_W147,RSNNOCHLD_S2_a_W147,RSNNOCHLD_S2_b_W147,RSNNOCHLD_S2_c_W147,RSNNOCHLD_S2_d_W147,RSNNOCHLD_S2_e_W147,RSNNOCHLD_S2_f_W147,RSNNOCHLD_S2_g_W147,RSNNOCHLD_S2_h_W147,RSNNOCHLD_S2_i_W147,RSNNOCHLD_S2_j_W147,IMPACTLIFE_a_W147,IMPACTLIFE_b_W147,IMPACTLIFE_c_W147,IMPACTLIFE_d_W147,IMPACTLIFE_e_W147,IMPACTLIFE_f_W147,WORKNOKID_a_W147,WORKNOKID_b_W147,WORKNOKID_c_W147,WORKNOKID_d_W147,WORKNOKID_e_W147,RELNOKID_a_W147,RELNOKID_b_W147,RELNOKID_c_W147,RELNOKID_d_W147,PRESNOKID_a_W147,PRESNOKID_b_W147,PRESNOKID_c_W147,PRESNOKID_d_W147,CAREPAR1_W147,CAREPAR2_a_W147,CAREPAR2_b_W147,CAREPAR2_c_W147,CAREPAR2_d_W147,CAREPAR2_e_W147,TALK_KIDS_a_W147,TALK_KIDS_b_W147,TALK_KIDS_c_W147,FRNDKIDS_W147,IMPCTDATE_W147,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_RELIG,F_RELIGCAT1,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W147_UNDER50,WEIGHT_W147_50PLUS
202201002444,2024-05-03T22:41:18Z,2024-05-03T22:48:15Z,1,1,2,1,3,3,4,6,6,2,,,5,2,,,1,2,2,3,5,1,3,3,2,2,3,2,5,5,1,3,3,1,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,3,3,1,3,,,,,,,3,,3,5,5,5,5,,,,,,,,,,,,1,2,3,2,4,1,3,2,2,1,1,1,1,10,3,2,,2,4,1,1,5,2,2,1,,0.3055665071211532
202201002455,2024-05-05T01:24:12Z,2024-05-05T01:33:51Z,2,1,2,1,3,3,3,3,3,2,,,1,,,,,2,1,3,1,1,1,1,2,3,2,2,2,4,3,3,2,3,1,2,2,1,3,3,1,3,,,,,,,,,,,1,1,1,3,1,3,1,2,2,2,2,1,3,,3,4,3,3,2,,,,,,,,,,,,1,2,4,1,3,1,3,2,2,1,1,1,1,10,3,2,,2,4,1,8,4,2,2,2,,0.7266015220527715
202201002572,2024-05-04T22:02:07Z,2024-05-04T22:08:02Z,3,1,2,2,3,3,4,3,6,2,,3,5,2,,4,,1,,,1,3,3,3,3,3,,,,,,,,,,,,,,,,,3,1,1,3,3,2,3,3,1,1,3,3,3,3,1,3,1,2,2,2,1,,,,,,,,,,,,,,,,3,3,1,,1,3,5,1,2,2,3,1,2,1,2,2,1,12,3,4,2,2,3,3,9,3,1,2,99,0.49467844642962405,
202201002869,2024-05-03T18:56:56Z,2024-05-03T19:50:40Z,2,1,2,1,2,5,5,5,6,2,,,5,2,,,2,1,2,2,2,1,3,3,2,3,2,1,2,2,1,3,3,1,3,3,3,3,3,1,3,2,,,,,,,,,,,2,4,2,4,1,5,1,1,1,1,1,,3,3,2,6,4,3,3,3,,,,,,,,,,,1,3,5,2,4,1,1,6,2,1,2,2,1,1,1,2,,2,4,1,9,4,1,1,2,,0.07024161407950456
202201002890,2024-05-03T21:57:26Z,2024-05-03T22:11:30Z,2,1,2,1,5,5,5,6,6,2,,,5,2,,,3,1,2,3,4,2,2,2,3,2,3,1,2,4,2,3,2,2,3,2,1,3,2,3,2,1,,,,,,,,,,,2,4,2,2,1,4,,,,,,,4,4,4,4,2,3,3,3,,,,,,,,,,,1,1,2,1,3,1,2,4,2,1,1,1,1,2,2,2,,2,3,1,1,3,1,2,1,,1.8723732487621108
202201002895,2024-05-04T10:09:15Z,2024-05-04T10:12:24Z,2,1,2,2,3,1,3,3,5,2,,3,5,2,,1,,1,,,1,3,2,2,1,2,,,,,,,,,,,,,,,,,3,2,2,1,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,2,2,2,1,1,3,5,2,2,1,2,4,2,1,2,2,1,12,3,2,,2,3,1,4,2,3,2,2,0.31619639535067157,
202201003096,2024-05-03T20:02:26Z,2024-05-03T20:18:52Z,2,1,2,1,2,2,3,6,2,2,,,5,1,2,,1,2,2,2,5,3,3,3,3,3,3,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,3,,,,,,3,3,,3,3,3,5,5,,,,,,,,,,,,1,3,7,1,4,1,1,6,2,1,2,2,1,1,1,2,,2,3,1,2,3,2,2,2,,0.09611187871464402
202201003290,2024-05-03T20:06:38Z,2024-05-03T20:14:07Z,2,1,2,2,3,4,5,4,3,2,,4,5,1,1,,,1,,,2,1,1,1,3,3,,,,,,,,,,,,,,,,,3,1,3,3,1,2,3,3,3,3,1,1,2,1,2,4,1,1,1,2,2,,,,,,,,,,,,,,,4,4,4,2,,1,3,5,2,2,2,2,3,2,1,2,2,1,12,3,2,,2,3,1,1,3,2,2,1,0.2621062732380306,
202201003494,2024-05-04T17:13:21Z,2024-05-04T17:22:13Z,2,1,2,1,3,2,3,1,6,2,,,5,1,2,,3,2,2,1,5,3,1,3,3,3,3,2,3,3,2,3,3,1,3,1,1,3,2,2,1,3,,,,,,,,,,,1,1,6,1,1,3,,,,,,3,3,,3,3,3,3,4,,,,,,,,,,,,1,3,5,2,3,2,2,4,2,1,2,2,1,1,1,2,,2,3,1,7,2,1,2,2,,0.14865973979510677
202201003766,2024-05-03T20:20:22Z,2024-05-03T20:24:48Z,2,1,2,2,3,2,3,2,2,2,,3,1,,,,,1,,,1,1,1,3,2,3,,,,,,,,,,,,,,,,,3,1,3,1,1,1,3,2,1,2,2,2,3,1,1,4,2,2,2,2,2,,,,,,,,,,,,,,,3,3,4,3,,1,4,9,2,1,2,1,6,2,1,3,5,1,9,3,2,,2,4,1,9,4,1,2,3,0.2814117185151293,
202201003976,2024-05-06T11:59:38Z,2024-05-06T12:24:26Z,1,1,2,2,3,3,3,2,6,2,,3,5,2,,4,,1,,,1,1,3,1,3,1,,,,,,,,,,,,,,,,,3,1,1,3,3,1,3,3,1,1,1,1,1,2,1,6,2,2,2,2,2,,,,,,,,,,,,,,,,4,4,3,,1,2,3,1,2,2,1,5,2,1,2,2,1,1,1,2,,2,3,1,3,3,1,1,2,0.13221677251820124,
202201004077,2024-05-03T21:41:16Z,2024-05-03T21:47:30Z,2,1,2,2,2,4,5,3,6,2,,3,5,2,,3,,1,,,3,1,1,1,2,3,,,,,,,,,,,,,,,,,3,1,1,3,2,2,1,3,1,2,2,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,3,3,3,3,1,3,5,2,1,1,3,2,2,1,4,4,1,12,3,2,,2,4,1,2,4,1,2,1,2.595333433455192,
202201004725,2024-05-04T01:35:34Z,2024-05-04T01:41:07Z,2,1,2,2,2,3,3,6,6,2,,4,5,2,,4,,1,,,2,1,3,1,3,3,,,,,,,,,,,,,,,,,3,3,3,3,2,2,1,3,2,1,2,2,7,3,2,3,2,2,1,1,2,,,,,,,,,,,,,,,,4,3,3,,1,3,7,2,1,2,3,2,2,1,2,2,1,12,3,2,,2,4,1,7,4,1,2,2,0.8559685893362251,
202201004878,2024-05-03T18:55:42Z,2024-05-03T20:10:43Z,2,1,2,1,2,2,3,6,2,2,,,1,,,,,2,2,3,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,99,4,6,2,2,6,,,,,,99,2,,2,5,5,5,5,,,,,,,,,,,,1,3,7,3,4,2,3,1,1,1,1,3,1,1,1,3,1,1,1,1,1,2,5,2,1,,1.4410333195028453
202201005072,2024-05-03T19:16:03Z,2024-05-03T19:35:37Z,1,1,2,1,3,5,5,3,6,2,,,2,2,,,1,1,2,3,1,3,3,3,3,1,4,3,2,5,1,3,3,2,1,3,3,3,3,3,3,2,,,,,,,,,,,4,4,5,3,3,1,1,1,2,1,1,,1,1,1,3,3,3,3,3,,,,,,,,,,,1,2,3,1,3,1,2,3,2,1,2,2,1,2,2,2,,2,3,1,1,2,1,2,1,,0.08441436698895702
202201005569,2024-05-09T21:38:08Z,2024-05-09T21:44:13Z,1,1,2,1,2,2,2,2,2,2,,,1,,,,,2,2,2,1,1,2,1,2,2,2,1,4,4,1,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,2,1,3,3,2,3,2,2,1,2,2,2,3,,3,4,4,5,5,,,,,,,,,,,,1,3,5,2,3,1,2,3,2,1,1,1,1,12,3,1,,1,1,1,9,2,1,2,3,,0.4710502951923885
202201005754,2024-05-04T10:25:58Z,2024-05-04T11:01:38Z,2,1,2,2,3,3,5,6,1,2,,4,5,1,2,,,1,,,4,3,3,3,3,3,,,,,,,,,,,,,,,,,1,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,3,4,5,1,,1,4,9,1,2,2,2,3,2,1,2,2,1,12,3,2,,2,3,1,1,3,2,2,1,0.3812489022738422,
202201005805,2024-05-04T15:47:21Z,2024-05-04T15:53:10Z,1,1,2,2,3,4,4,4,6,2,,3,5,2,,2,,1,,,2,1,1,1,2,3,,,,,,,,,,,,,,,,,3,1,1,1,2,2,3,3,2,2,1,1,1,1,1,6,1,1,1,2,2,,,,,,,,,,,,,,,,3,3,3,3,1,4,9,1,1,1,1,6,2,1,2,2,1,12,3,4,2,2,4,3,9,4,1,1,3,0.34658663847602983,
202201005827,2024-05-04T07:03:24Z,2024-05-04T07:11:34Z,2,1,2,1,2,3,2,1,6,2,,,2,2,,,1,1,2,2,1,1,1,3,2,2,3,1,3,5,2,3,3,1,3,3,3,2,3,2,1,1,,,,,,,,,,,1,1,1,1,1,3,2,2,2,2,2,,3,3,3,4,5,4,3,1,3,2,1,2,3,,,,,,1,3,5,2,3,2,2,3,2,4,1,1,4,1,1,1,,1,2,1,6,3,1,2,2,,0.37223462616633407
202201005868,2024-05-04T09:44:45Z,2024-05-04T09:49:58Z,2,1,2,2,3,4,4,3,3,2,,3,1,,,,,1,,,1,2,1,2,2,2,,,,,,,,,,,,,,,,,3,2,3,3,3,2,3,3,3,1,5,5,99,4,3,3,2,2,2,2,2,,,,,,,,,,,,,,,3,4,5,2,,1,3,5,1,2,1,3,2,2,1,2,2,1,1,1,2,,2,3,1,5,3,1,2,2,0.47432852374710843,
202201005996,2024-05-06T13:17:21Z,2024-05-06T13:21:14Z,2,1,2,2,5,5,4,4,6,2,,3,5,2,,3,,1,,,1,1,1,3,2,3,,,,,,,,,,,,,,,,,3,1,1,2,2,1,3,1,1,2,2,2,3,7,2,6,2,2,2,2,2,,,,,,,,,,,,,,,,3,2,3,3,1,3,5,3,1,1,2,4,2,1,2,2,1,12,3,2,,2,3,3,2,3,1,2,1,1.7858565624949911,
202201006145,2024-05-06T11:12:59Z,2024-05-06T11:17:10Z,2,1,2,2,2,2,3,2,6,2,,4,5,2,,4,,1,,,1,3,3,3,2,3,,,,,,,,,,,,,,,,,3,3,3,3,2,1,3,3,2,1,1,1,6,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,4,4,5,,2,3,7,3,1,2,1,6,1,4,1,3,4,12,3,4,2,2,4,1,4,4,1,2,2,1.0233621659601118,
202201006821,2024-05-03T19:14:43Z,2024-05-03T19:22:50Z,2,1,2,2,5,4,5,6,6,2,,4,4,2,,4,,1,,,4,3,3,3,3,3,,,,,,,,,,,,,,,,,3,1,3,3,3,3,2,3,2,1,5,5,1,3,1,6,,,,,,,,,,,,,,,,,,,,,5,5,5,,1,1,2,1,2,1,3,2,2,1,2,2,1,1,1,2,,2,3,1,1,3,1,2,1,0.44395290470619103,
202201006943,2024-05-04T06:33:20Z,2024-05-04T06:47:27Z,3,1,2,1,3,5,5,1,6,2,,,2,2,,,1,2,2,2,5,1,1,1,1,1,4,5,5,5,1,3,3,3,3,3,3,3,3,3,1,1,,,,,,,,,,,1,1,1,7,1,1,,,,,,,3,,3,4,4,4,5,,,,,,,,,,,,1,2,3,3,3,1,3,1,2,1,4,4,1,12,3,3,2,2,4,1,1,5,,2,1,,0.6479484500447196
202201007136,2024-05-05T22:12:34Z,2024-05-05T22:17:47Z,2,1,2,2,2,1,4,3,2,2,,4,5,1,1,,,1,,,1,1,1,3,2,3,,,,,,,,,,,,,,,,,3,1,3,2,1,1,3,3,3,1,1,3,2,1,1,3,2,1,1,2,2,,,,,,,,,,,,,,,5,5,5,4,,1,3,5,1,2,1,2,4,2,1,2,2,1,2,2,2,,2,4,1,2,4,1,2,1,0.3115985037296265,
202201007527,2024-05-03T21:03:40Z,2024-05-04T17:25:52Z,1,1,2,1,1,3,2,2,6,2,,,5,2,,,1,1,1,4,3,1,1,3,2,3,2,1,3,3,2,3,3,1,3,3,3,3,3,1,3,2,,,,,,,,,,,2,2,3,1,1,7,,,,,,,3,3,3,6,5,5,4,3,,,,,,,,,,,1,1,2,1,3,1,1,5,2,1,2,2,1,11,4,2,,2,4,1,3,5,1,1,2,,0.07024161407950456
202201007696,2024-05-03T18:58:54Z,2024-05-03T19:12:12Z,2,1,2,2,2,2,4,3,2,2,,3,5,1,1,,,1,,,2,3,3,1,3,3,,,,,,,,,,,,,,,,,3,2,3,2,1,1,2,1,2,2,1,1,1,1,1,3,1,1,1,2,1,,,,,,,,,,,,,,,4,4,4,4,,1,3,7,2,1,2,2,3,1,1,1,3,1,9,3,3,2,2,4,1,1,4,1,2,1,1.102083344409825,
202201008147,2024-05-06T13:23:23Z,2024-05-06T20:30:41Z,2,1,2,1,5,3,5,5,6,2,,,2,2,,,1,1,2,2,1,1,3,3,1,1,1,1,1,4,1,1,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,3,2,1,1,3,2,2,1,2,2,,3,3,3,5,5,5,5,1,3,3,3,3,3,,,,,,1,2,3,1,3,2,1,6,2,1,2,2,1,1,1,2,,2,4,1,3,5,1,1,2,,0.15925746200887714
202201008661,2024-05-03T20:24:53Z,2024-05-03T20:30:35Z,2,1,2,2,2,3,3,1,6,2,,4,5,2,,1,,1,,,1,3,3,3,2,3,,,,,,,,,,,,,,,,,2,3,2,3,3,3,3,3,3,3,7,7,6,7,7,6,2,2,2,2,2,,,,,,,,,,,,,,,,4,4,2,3,1,1,2,1,2,2,1,5,2,1,2,2,1,1,1,2,,2,4,1,3,4,2,2,2,0.41643460109937463,
202201008733,2024-05-03T18:56:26Z,2024-05-03T19:01:43Z,2,1,2,2,3,4,5,6,6,2,,3,5,2,,1,,1,,,4,1,1,3,3,3,,,,,,,,,,,,,,,,,2,1,1,3,2,2,3,3,3,2,4,5,6,4,4,3,,,,,,,,,,,,,,,,,,,,,3,4,2,3,1,3,5,2,2,1,1,5,2,1,2,2,1,1,1,2,,2,4,1,1,4,2,2,1,0.4307301499410867,
202201009289,2024-05-06T08:21:07Z,2024-05-06T08:23:48Z,1,1,2,2,3,2,3,5,5,2,,4,2,1,2,,,1,,,3,1,1,1,2,3,,,,,,,,,,,,,,,,,3,1,3,3,3,1,1,2,2,1,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,5,4,5,1,,1,3,7,2,2,1,1,5,2,1,1,1,1,9,3,3,2,2,3,1,8,3,1,1,3,0.19471569717444523,
202201009684,2024-05-03T19:18:20Z,2024-05-03T19:26:12Z,2,1,2,2,2,3,1,2,1,2,,3,1,,,,,1,,,1,1,3,1,2,3,,,,,,,,,,,,,,,,,1,3,3,2,2,2,3,1,1,1,1,1,1,2,1,7,2,2,2,2,1,,,,,,,,,,,,,,,2,3,2,2,,1,2,3,1,1,2,1,5,1,1,4,3,1,10,3,2,,2,4,1,9,5,1,2,2,1.4741316753359723,
202201009815,2024-05-04T10:53:54Z,2024-05-04T11:09:59Z,1,1,2,1,2,2,3,6,6,2,,,5,2,,,1,2,2,2,4,3,3,2,2,3,3,2,4,4,1,3,3,1,1,3,2,3,3,1,3,1,,,,,,,,,,,1,1,1,1,1,2,,,,,,,2,,3,4,4,5,3,,,,,,,,,,,,1,2,4,1,3,1,2,3,2,1,2,2,1,11,4,2,,2,3,1,1,3,2,2,1,,0.10237210489933753
202201009937,2024-05-03T22:02:04Z,2024-05-03T22:06:49Z,1,1,2,2,5,5,2,5,5,2,,4,5,2,,1,,1,,,1,1,2,3,2,3,,,,,,,,,,,,,,,,,3,3,1,1,3,1,1,1,1,1,2,2,3,3,2,4,1,1,2,2,2,,,,,,,,,,,,,,,,5,3,4,3,1,3,6,2,2,1,2,3,2,1,1,1,1,5,4,3,2,2,3,1,8,3,2,2,3,0.9593999627763354,
202201010429,2024-05-04T11:33:55Z,2024-05-04T11:42:49Z,2,1,2,1,3,3,2,3,6,2,,,5,2,,,1,2,1,4,1,1,3,3,3,3,2,3,3,4,3,3,3,1,3,3,2,3,3,3,1,1,,,,,,,,,,,2,2,2,2,7,2,2,2,1,2,2,,3,,3,5,3,4,3,,,,,,,,,,,,1,2,3,1,4,1,1,5,2,1,2,2,1,1,1,2,,2,3,1,6,3,2,2,2,,0.11526059807565496
202201010614,2024-05-03T21:40:09Z,2024-05-03T21:44:33Z,2,1,2,2,2,2,5,5,6,2,,4,5,2,,4,,1,,,3,2,1,1,3,3,,,,,,,,,,,,,,,,,1,1,2,3,1,1,2,3,2,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,3,3,4,,1,3,6,1,1,2,3,2,2,1,2,2,1,9,3,4,2,2,4,2,3,4,1,2,2,1.5276828667782107,
202201010796,2024-05-03T19:05:24Z,2024-05-03T19:19:37Z,2,1,2,2,2,1,2,2,1,2,,4,1,,,,,1,,,2,1,1,1,3,1,,,,,,,,,,,,,,,,,3,3,3,2,1,1,1,3,1,1,1,1,1,1,1,5,2,2,2,2,2,,,,,,,,,,,,,,,5,3,5,2,,1,3,5,2,2,2,2,3,2,1,1,1,1,2,2,1,,1,1,3,4,2,1,2,2,1.161962050485542,
202201010810,2024-05-03T18:55:59Z,2024-05-03T18:59:04Z,2,1,2,2,2,2,4,3,2,2,,4,5,1,2,,,1,,,4,3,1,3,2,3,,,,,,,,,,,,,,,,,3,2,2,3,1,1,3,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,3,3,3,1,,1,1,2,1,2,2,3,1,2,1,4,4,1,1,1,2,,2,3,1,1,1,3,1,1,0.10430125635431373,
202201010987,2024-05-06T22:39:34Z,2024-05-06T23:07:16Z,1,1,2,2,3,4,4,2,6,2,,4,5,2,,3,,1,,,2,1,3,3,3,1,,,,,,,,,,,,,,,,,3,1,3,2,1,1,1,2,1,1,1,1,1,2,1,3,2,2,1,1,2,,,,,,,,,,,,,,,,4,3,2,3,1,1,2,3,1,3,2,3,1,1,3,3,1,10,3,3,2,2,3,1,1,3,1,2,1,0.6196355885767114,
202201011316,2024-05-04T00:42:47Z,2024-05-04T00:48:35Z,2,1,2,2,4,5,2,3,6,2,,3,5,2,,4,,1,,,1,1,2,1,2,3,,,,,,,,,,,,,,,,,3,3,1,3,2,2,3,3,1,3,1,1,1,3,2,3,1,1,2,1,1,,,,,,,,,,,,,,,,4,3,2,,1,4,8,2,2,1,1,6,2,1,1,1,1,9,3,2,,2,4,1,9,4,2,2,3,0.6640609993690658,
202201011442,2024-05-04T17:15:00Z,2024-05-04T17:23:00Z,2,1,2,1,3,1,1,1,2,2,,,5,1,2,,1,1,1,1,1,3,1,3,1,3,3,3,3,3,1,3,1,2,2,3,3,3,3,2,3,1,,,,,,,,,,,3,1,2,1,3,1,2,2,1,2,2,3,3,3,3,4,3,3,3,3,,,,,,,,,,,1,1,2,1,3,1,1,6,2,1,2,2,1,1,1,2,,2,4,1,9,5,1,1,3,,0.07024161407950456
202201011565,2024-05-03T20:49:14Z,2024-05-03T20:53:59Z,2,1,2,2,1,3,3,2,1,2,,4,1,,,,,1,,,1,1,1,3,3,1,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,1,3,2,3,4,4,6,2,2,1,2,2,,,,,,,,,,,,,,,5,3,5,3,,1,3,5,2,2,2,1,5,2,1,2,2,1,1,1,2,,2,3,1,2,3,1,1,1,0.2843048263658194,
202201012196,2024-05-04T09:30:54Z,2024-05-04T09:40:49Z,2,1,2,2,2,3,3,2,2,2,,4,1,,,,,1,,,1,1,2,1,2,3,,,,,,,,,,,,,,,,,3,2,3,1,2,2,3,2,2,2,2,1,1,5,1,5,2,2,2,2,2,,,,,,,,,,,,,,,4,4,4,1,,1,1,2,2,2,2,1,6,2,1,1,1,1,2,2,2,,2,4,1,9,4,1,1,3,0.5561949870669298,
202201012643,2024-05-04T10:20:43Z,2024-05-04T10:30:06Z,1,1,2,1,2,2,2,1,2,2,,,4,1,2,,2,2,3,1,5,3,3,3,3,3,3,3,4,4,1,1,3,1,1,3,3,2,3,3,2,3,,,,,,,,,,,2,1,3,4,1,4,,,,,,3,4,,,3,4,4,3,,,,,,,,,,,,1,4,9,2,4,1,1,5,2,1,1,1,1,1,1,2,,2,3,1,6,3,2,1,2,,0.44137602498525963
202201012843,2024-05-03T19:09:18Z,2024-05-03T19:15:27Z,2,1,2,1,3,3,3,3,4,2,,,5,2,,,1,1,2,3,5,1,1,1,2,1,3,2,4,3,1,3,1,1,3,2,1,3,2,1,3,1,,,,,,,,,,,1,2,2,3,2,3,,,,,,,3,3,3,4,3,4,3,3,,,,,,,,,,,1,3,5,1,3,1,3,2,2,1,2,2,1,1,1,2,,2,3,1,9,3,1,2,3,,0.09728787534098357
202201013043,2024-05-03T19:12:28Z,2024-05-03T19:20:21Z,2,1,2,2,4,4,4,2,3,2,,4,5,1,2,,,1,,,1,1,3,3,2,3,,,,,,,,,,,,,,,,,3,2,3,3,1,1,2,2,3,1,2,3,3,3,3,3,2,2,2,2,2,,,,,,,,,,,,,,,5,5,4,3,,1,2,3,2,2,2,3,2,2,1,1,1,1,12,3,2,,2,3,1,9,3,2,2,3,0.483208665916857,
202201013322,2024-05-05T23:02:58Z,2024-05-05T23:06:13Z,2,1,2,2,4,5,3,3,6,2,,4,5,2,,2,,2,,,1,1,2,3,2,2,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,3,3,1,1,2,3,5,2,4,2,2,1,2,1,,,,,,,,,,,,,,,,2,,1,2,1,1,2,1,2,1,1,6,2,4,3,5,4,8,4,2,,2,4,3,9,4,1,2,3,0.31088106004835087,
202201013682,2024-05-08T20:57:27Z,2024-05-08T21:03:44Z,1,1,2,1,3,3,5,6,3,2,,,2,2,,,1,2,3,3,4,3,3,3,2,3,1,2,5,3,1,3,1,3,3,3,3,3,3,1,3,2,,,,,,,,,,,3,3,3,3,3,3,,,,,,,3,,,5,5,5,5,,,,,,,,,,,,1,3,5,2,4,1,2,3,2,1,1,1,1,12,3,1,,1,1,1,1,2,2,2,1,,0.13895821222419444
202201013770,2024-05-04T10:35:09Z,2024-05-04T10:40:57Z,2,1,2,1,1,1,5,6,1,2,,,1,,,,,2,99,2,5,3,3,3,2,3,5,1,5,5,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,99,99,99,99,99,99,,,,,,99,99,,,5,5,5,5,,,,,,,,,,,,1,2,3,1,4,2,2,4,2,1,2,2,1,1,1,2,,2,3,1,2,2,,2,1,,0.9509199158344402
202201014334,2024-05-03T21:31:52Z,2024-05-03T21:36:24Z,3,1,2,2,3,2,2,2,2,2,,4,1,,,,,2,,,1,3,3,3,3,3,,,,,,,,,,,,,,,,,3,2,3,2,3,2,1,3,3,1,1,1,1,1,1,4,1,1,2,1,2,,,,,,,,,,,,,,,4,5,,4,,1,3,5,1,2,1,1,6,1,4,1,3,4,9,3,3,2,2,4,3,9,5,1,2,3,0.7669700266218579,
202201014570,2024-05-04T00:52:28Z,2024-05-04T00:57:34Z,2,1,2,1,1,1,2,6,6,2,,,5,2,,,1,2,2,2,5,1,3,3,2,3,3,4,4,4,3,3,3,1,3,2,2,3,3,2,3,1,,,,,,,,,,,1,1,2,3,2,3,,,,,,,3,,3,6,5,5,3,,,,,,,,,,,,1,4,9,1,3,2,1,5,2,1,1,1,1,12,3,2,,2,4,1,9,4,2,1,3,,0.5236115701772794
202201015120,2024-05-03T20:41:35Z,2024-05-03T20:47:42Z,2,1,2,1,1,2,3,6,4,2,,,4,1,1,,,2,2,2,4,3,2,3,2,2,2,2,3,2,3,2,3,2,2,3,2,3,2,2,2,1,,,,,,,,,,,2,4,2,2,1,1,,,,,,3,3,,3,1,3,1,1,,,,,,,,,,,,1,2,4,2,3,1,3,2,2,1,2,2,1,1,1,2,,2,3,1,5,1,5,2,1,,0.4330529513015462
202201015273,2024-05-06T12:55:58Z,2024-05-06T13:03:53Z,1,1,2,1,2,2,2,6,1,2,,,1,,,,,1,3,1,5,3,1,3,3,3,3,2,4,1,1,2,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,7,7,7,7,7,6,,,,,,3,3,3,,2,5,5,5,,,,,,,,,,,,1,2,3,2,3,1,2,4,2,1,1,1,1,2,2,1,,1,1,1,3,2,1,1,2,,0.36283231659234166
202201015337,2024-05-04T16:51:50Z,2024-05-04T16:58:44Z,2,1,2,2,2,1,3,3,1,2,,4,5,1,2,,,1,,,2,1,3,3,2,3,,,,,,,,,,,,,,,,,3,3,3,3,2,2,3,3,1,1,2,2,3,2,1,6,2,2,2,2,2,,,,,,,,,,,,,,,3,5,4,4,,1,4,9,3,2,2,2,4,2,1,1,1,1,12,3,1,,1,1,1,3,2,2,2,2,0.4641642349301672,
202201015343,2024-05-03T23:44:47Z,2024-05-03T23:55:38Z,2,1,2,1,3,3,2,2,5,2,,,5,1,2,,3,1,2,3,1,1,1,1,2,3,1,2,1,1,1,1,3,1,3,3,3,3,3,3,3,1,,,,,,,,,,,2,1,1,3,3,4,1,1,1,2,1,3,3,3,3,5,4,3,2,1,3,3,2,1,1,,,,,,1,3,5,2,3,2,1,5,2,1,2,2,1,1,1,2,,2,3,1,99,3,2,1,99,,0.18755836077868585
